web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
2U,Operations Analyst,"Lanham, MD",statistics,stats,2U,nasdaq_TWOU,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",2U,True,False,2.0,0.0,False,False,0.0,False,0.0,"Lanham, MD",True,Lanham,MD,Operations Analyst,18,1.0
2U,Senior Marketing Strategy Analyst,"Washington, DC",statistics,stats,2U,nasdaq_TWOU,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",2U,True,False,2.0,0.0,False,False,0.0,False,0.0,"Washington, DC",True,Washington,DC,Senior Marketing Strategy Analyst,33,2.0
3D Systems,Manufacturing Data Analyst,"Rock Hill, SC 29730",statistical analyst,stats,3D Systems,nasdaq_DDD,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3D Systems,True,False,2.0,0.0,False,False,0.0,False,0.0,"Rock Hill, SC",True,Rock Hill,SC,Manufacturing Data Analyst,26,1.0
3D Systems,Sales and Operations Planning Analyst,"Rock Hill, SC 29730",statistical analyst,stats,3D Systems,nasdaq_DDD,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",3D Systems,True,False,2.0,0.0,False,False,0.0,False,0.0,"Rock Hill, SC",True,Rock Hill,SC,Sales and Operations Planning Analyst,37,2.0
"A. Schulman, Inc.",EH&S Multi-Site Manager,"Perrysburg, OH",statistics,stats,A. Schulman,f1000_810,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",A Schulman Inc ,False,False,0.0,0.0,False,False,0.0,False,0.0,"Perrysburg, OH",True,Perrysburg,OH,EH&S Multi-Site Manager,23,1.0
ABM Industries,Senior Database Administrator,"Sugar Land, TX 77478",statistics,stats,ABM Industries,f1000_499,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",ABM Industries,True,False,4.0,0.0,False,False,0.0,False,0.0,"Sugar Land, TX",True,Sugar Land,TX,Senior Database Administrator,29,1.0
ABM Industries,Business Analyst- Innovation Leader,"Atlanta, GA 30306 (Virginia-Highland area)",statistical analyst,stats,ABM Industries,f1000_499,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",ABM Industries,True,False,4.0,0.0,False,False,0.0,False,0.0,"Atlanta, GA",True,Atlanta,GA,Business Analyst - Innovation Leader,35,2.0
ABM Industries,Data Analyst - Facilities Operations,"Austin, TX 78758 (North Austin area)",statistical analyst,stats,ABM Industries,f1000_499,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",ABM Industries,True,False,4.0,0.0,False,False,0.0,False,0.0,"Austin, TX",True,Austin,TX,Data Analyst - Facilities Operations,36,3.0
ABM Industries,Patient Throughput Supervisor 2nd Shift,"New Orleans, LA 70121",statistics,stats,ABM Industries,f1000_499,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",ABM Industries,True,False,4.0,0.0,False,False,0.0,False,0.0,"New Orleans, LA",True,New Orleans,LA,Patient Throughput Supervisor 2nd Shift,39,4.0
ACI Worldwide,Sr. Business Analyst,"East Brunswick, NJ",statistics,stats,ACI Worldwide,nasdaq_ACIW,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",ACI Worldwide,True,False,3.0,0.0,False,False,0.0,False,0.0,"East Brunswick, NJ",True,East Brunswick,NJ,Sr Business Analyst,20,1.0
ACI Worldwide,Dir Product Management,"Naples, FL",statistics,stats,ACI Worldwide,nasdaq_ACIW,"['statistics', 'statistical analyst', 'statistician']","['research', 'scientist', 'survey', 'methodologist', 'quant']",ACI Worldwide,True,False,3.0,0.0,False,False,0.0,False,0.0,"Naples, FL",True,Naples,FL,Dir Product Management,22,2.0
