web_company,job,location,job_keyword,job_type,qry_company,list_id,keywords,backup_keys,company,cid_match,maybe_cid_match,cid_match_count,maybe_cid_match_count,internship,ideal_job,ideal_count,bkup_job,bkup_count,clean_location,is_ctyst,office,office_state,position,job_descr_len,rank
8x8 Inc.,Sr. UI Engineer/Full stack Engineer,"San Jose, CA",machine learning,data_science,8x8,nasdaq_EGHT,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",8x8 Inc ,False,True,0.0,3.0,False,False,0.0,False,0.0,"San Jose, CA",True,San Jose,CA,Sr UI Engineer/Full stack Engineer,35,1.0
8x8 Inc.,Chief Information Security Officer - CISO,"San Jose, CA",machine learning,data_science,8x8,nasdaq_EGHT,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",8x8 Inc ,False,True,0.0,3.0,False,False,0.0,False,0.0,"San Jose, CA",True,San Jose,CA,Chief Information Security Officer - CISO,41,2.0
8x8 Inc.,Technical Lead - Analytics Test and Automation,"San Jose, CA",machine learning,data_science,8x8,nasdaq_EGHT,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",8x8 Inc ,False,True,0.0,3.0,False,False,0.0,False,0.0,"San Jose, CA",True,San Jose,CA,Technical Lead - Analytics Test and Automation,46,3.0
CHI Health at Home,LPN; Full-time,"Lincoln, NE",associate,consultant,A.T. Kearney,vault_110,"['associate', 'consultant']","['associate', 'consultant']",CHI Health at Home,False,False,0.0,0.0,False,False,4.0,False,0.0,"Lincoln, NE",True,Lincoln,NE,LPN Full-time,14,1.0
CHI Health at Home,RN or LPN; Full-time,"Kearney, NE",associate,consultant,A.T. Kearney,vault_110,"['associate', 'consultant']","['associate', 'consultant']",CHI Health at Home,False,False,0.0,0.0,False,False,4.0,False,0.0,"Kearney, NE",True,Kearney,NE,RN or LPN Full-time,20,2.0
University of Nebraska at Kearney,Assistant or Associate Professor,"Kearney, NE 68849",associate,consultant,A.T. Kearney,vault_110,"['associate', 'consultant']","['associate', 'consultant']",University of Nebraska at Kearney,False,False,0.0,0.0,False,True,4.0,False,0.0,"Kearney, NE",True,Kearney,NE,Assistant or Associate Professor,32,1.0
University of Nebraska at Kearney,Associate General Counsel - Contract Law,"Omaha, NE",associate,consultant,A.T. Kearney,vault_110,"['associate', 'consultant']","['associate', 'consultant']",University of Nebraska at Kearney,False,False,0.0,0.0,False,True,4.0,False,0.0,"Omaha, NE",True,Omaha,NE,Associate General Counsel - Contract Law,40,2.0
University of Nebraska at Kearney,Associate General Counsel - Employment Law,"Omaha, NE",associate,consultant,A.T. Kearney,vault_110,"['associate', 'consultant']","['associate', 'consultant']",University of Nebraska at Kearney,False,False,0.0,0.0,False,True,4.0,False,0.0,"Omaha, NE",True,Omaha,NE,Associate General Counsel - Employment Law,42,3.0
University of Nebraska at Kearney,Access Services Associate -- Night Shift Supervisor,"Kearney, NE 68849",associate,consultant,A.T. Kearney,vault_110,"['associate', 'consultant']","['associate', 'consultant']",University of Nebraska at Kearney,False,False,0.0,0.0,False,True,4.0,False,0.0,"Kearney, NE",True,Kearney,NE,Access Services Associate - - Night Shift Supervisor,51,4.0
A10 Networks,Senior Staff Software Engineer,"San Jose, CA 95131 (North Valley area)",machine learning,data_science,A10 Networks,nasdaq_ATEN,"['data scientist', 'machine learning']","['research', 'scientist', 'data', 'AI']",A10 Networks,True,False,1.0,0.0,False,False,0.0,False,0.0,"San Jose, CA",True,San Jose,CA,Senior Staff Software Engineer,30,1.0
